,links
10837,https://www.swiggy.com/bangalore/pasta-street-indiranagar-indiranagar
10838,https://www.swiggy.com/bangalore/zaica-100ft-road-indiranagar
10839,https://www.swiggy.com/bangalore/uthra-indiranagar-indiranagar
10840,https://www.swiggy.com/bangalore/bowlful-indiranagar-indiranagar
10841,https://www.swiggy.com/bangalore/chungs-pavilion-indiranagar-indiranagar
10842,https://www.swiggy.com/bangalore/meaza-ginger-multi-cuisine-restaurant-indiranagar-indiranagar
10843,https://www.swiggy.com/bangalore/vasudev-adigas-2nd-stage-indiranagar
10844,https://www.swiggy.com/bangalore/southindies-indiranagar
10845,https://www.swiggy.com/bangalore/ishta-upahar-central-bangalore-central-bangalore
10846,https://www.swiggy.com/bangalore/new-punjabi-hotel-murugesh-palya-old-airport-road
10847,https://www.swiggy.com/bangalore/one-chu-konena-agrahara-indiranagar
10848,https://www.swiggy.com/bangalore/bekal-10th-main-indiranagar
10849,https://www.swiggy.com/bangalore/one-night-in-bangkok-indiranagar
10850,https://www.swiggy.com/bangalore/swat-food-truck-indiranagar-indiranagar
10851,https://www.swiggy.com/bangalore/asha-sweets-center-indiranagar-indiranagar
10852,https://www.swiggy.com/bangalore/kund-indian-barbeque-indiranagar
10853,https://www.swiggy.com/bangalore/firangi-bake-binnamangala-1st-stageindiranagar-indiranagar
10854,https://www.swiggy.com/bangalore/chilikum-indiranagar-indiranagar
10855,https://www.swiggy.com/bangalore/brownie-heaven-indiranagar-indiranagar
10856,https://www.swiggy.com/bangalore/pecos-indiranagar-indiranagar
10857,https://www.swiggy.com/bangalore/artinci-artisanal-ice-cream-indiranagar-indiranagar
10858,https://www.swiggy.com/bangalore/kasol-cafe-indiranagar
10859,https://www.swiggy.com/bangalore/achayyans-80-feet-road-indiranagar
10860,https://www.swiggy.com/bangalore/cake-dilim-indiranagar
10861,https://www.swiggy.com/bangalore/best-biryani-indiranagar-indiranagar
10862,https://www.swiggy.com/bangalore/petoo-indiranagar-3
10863,https://www.swiggy.com/bangalore/frootality-indiranagar-indiranagar
10864,https://www.swiggy.com/bangalore/sweet-truth-arekere-main-road-arekere
10865,https://www.swiggy.com/bangalore/supreme-biryani-indiranagar-indiranagar
10866,https://www.swiggy.com/bangalore/nutty-squirrel-indiranagar-indiranagar
10867,https://www.swiggy.com/bangalore/bib-breakfast-in-the-box-indiranagar-indiranagar
10868,https://www.swiggy.com/bangalore/bangalore-express-indiranagar
10869,https://www.swiggy.com/bangalore/patel-palace-indiranagar
10870,https://www.swiggy.com/bangalore/taco-bell-indiranagar-indiranagar
10871,https://www.swiggy.com/bangalore/chettys-coffee-2nd-stage-indiranagar-indiranagar
10872,https://www.swiggy.com/bangalore/smallys-resto-cafe-indiranagar-indiranagar
10873,https://www.swiggy.com/bangalore/paratha-xpress-ulsoor-ulsoor
10874,https://www.swiggy.com/bangalore/tea-stories-indiranagar-indiranagar
10875,https://www.swiggy.com/bangalore/chettinad-food-place-indiranagar-indiranagar
10876,https://www.swiggy.com/bangalore/wow-vada-pav-indiranagar-indiranagar
10877,https://www.swiggy.com/bangalore/adraq-by-oyo-watch-station-monkey-bar-indiranagar
10878,https://www.swiggy.com/bangalore/bharpur-aahar-indiranagar-jbn-indiranagar
10879,https://www.swiggy.com/bangalore/healthie-indiranagar-indiranagar
10880,https://www.swiggy.com/bangalore/gooey-fluffy-thippasandra-indiranagar
10881,https://www.swiggy.com/bangalore/ruchis-point-banashankari-banashankari
10882,https://www.swiggy.com/bangalore/ibaco-banashankari-banashankari
10883,https://www.swiggy.com/bangalore/slv-swadishta-bsk-2nd-stage-banashankari
10884,https://www.swiggy.com/bangalore/tiwaris-ghee-paratha-chaat-bsk-2nd-stage-banashankari
10885,https://www.swiggy.com/bangalore/the-krishna-grand-banashankari-banashankari
10886,https://www.swiggy.com/bangalore/coffee-tindi-banashankari-banashankari
10887,https://www.swiggy.com/bangalore/polar-bear-bsk-2nd-stage-banashankari
10888,https://www.swiggy.com/bangalore/shree-mahalaksmi-sweets-basavanagudi-basavanagudi
10889,https://www.swiggy.com/bangalore/hotel-new-karavali-bsk-1st-stage-banashankari
10890,https://www.swiggy.com/bangalore/jalsa-bsk-2nd-stage-banashankari
10891,https://www.swiggy.com/bangalore/tandoori-knight-bsk-2nd-stage-banashankari
10892,https://www.swiggy.com/bangalore/bengaluru-coffee-house-banashankari-banashankari
10893,https://www.swiggy.com/bangalore/frozen-hub-banashankari-banashankari
10894,https://www.swiggy.com/bangalore/waffle-a-go-go-banashankari-banashankari
10895,https://www.swiggy.com/bangalore/kanti-sweets-banashankari-banashankari
10896,https://www.swiggy.com/bangalore/my-tea-house-banashankari
10897,https://www.swiggy.com/bangalore/woodee-pizza-banashankari-banashankari
10898,https://www.swiggy.com/bangalore/vegetalia-banashankari-dummy-inbound-area
10899,https://www.swiggy.com/bangalore/sri-balaji-tiffin-center-basavanagudi
10900,https://www.swiggy.com/bangalore/nandhini-deluxe-banashankari
10901,https://www.swiggy.com/bangalore/parama-ruchi-banashankari-banashankari
10902,https://www.swiggy.com/bangalore/subway-banashankari
10903,https://www.swiggy.com/bangalore/1947-banashankari-banashankari
10904,https://www.swiggy.com/bangalore/rolls-on-wheels-bsk-2nd-stage-banashankari
10905,https://www.swiggy.com/bangalore/donne-biriyani-house-banashankari-banashankari
10906,https://www.swiggy.com/bangalore/hyderabad-bawarchi-banashankari
10907,https://www.swiggy.com/bangalore/yumlane-pizza-banashankari
10908,https://www.swiggy.com/bangalore/just-shawarma-22nd-cross-banashankari
10909,https://www.swiggy.com/bangalore/faasos-banashankari
10910,https://www.swiggy.com/bangalore/the-bowl-company-banashankari-banashankari
10911,https://www.swiggy.com/bangalore/frozen-bottle-banashankari-banashankari
10912,https://www.swiggy.com/bangalore/the-vintage-cafe-banashankari-banashankari
10913,https://www.swiggy.com/bangalore/dominos-pizza-3rd-stage-banashankari
10914,https://www.swiggy.com/bangalore/meat-and-eat-banashankari-2
10915,https://www.swiggy.com/bangalore/rotti-mane-00-banashankari
10916,https://www.swiggy.com/bangalore/bangalore-tiffanys-banashankari-banashankari
10917,https://www.swiggy.com/bangalore/samarth-uk-foods-banashankari-dummy-inbound-area
10918,https://www.swiggy.com/bangalore/polar-bear-banashankari-banashankari
10919,https://www.swiggy.com/bangalore/beijing-bites-2nd-stage-banashankari
10920,https://www.swiggy.com/bangalore/mc-donalds-banashankari-banashankari
10921,https://www.swiggy.com/bangalore/just-bake-banashankari-banashankari
10922,https://www.swiggy.com/bangalore/vinnys-banashankari-banashankari
10923,https://www.swiggy.com/bangalore/freshmenu-2nd-stage-banashankari
10924,https://www.swiggy.com/bangalore/savoury-banashankari
10925,https://www.swiggy.com/bangalore/donne-biriyani-mane-banashankari
10926,https://www.swiggy.com/bangalore/foodizo-cafe-banashankari-banashankari
10927,https://www.swiggy.com/bangalore/peppypeppers-banashankari
10928,https://www.swiggy.com/bangalore/r-a-caterers-hotel-banashankari-banashankari
10929,https://www.swiggy.com/bangalore/gowdrumane-baadoota-banashankari-banashankari
10930,https://www.swiggy.com/bangalore/banglur-curry-house-banashankari-banashankari
10931,https://www.swiggy.com/bangalore/tanna39s-kitchen-kumaraswamy-layout-uttarahalli
10932,https://www.swiggy.com/bangalore/kfc-80-ft-road6th-block-banashankari
10933,https://www.swiggy.com/bangalore/vasanth-vihar-banashankari-banashankari
10934,https://www.swiggy.com/bangalore/vietnamese-kitchen-banashankari-banashankari
10935,https://www.swiggy.com/bangalore/cocoa-bakes-banashankari
10936,https://www.swiggy.com/bangalore/tasty-foods-banashankari
10937,https://www.swiggy.com/bangalore/old-mumbai-ice-cream-banashankari
10938,https://www.swiggy.com/bangalore/new-prashanth-hotel-banashankari-banashankari
10939,https://www.swiggy.com/bangalore/thancos-natural-banashankari-banashankari
10940,https://www.swiggy.com/bangalore/donne-biryani-house-bsk-banashankari
10941,https://www.swiggy.com/bangalore/ovenstory-pizza-banashankari-banashankari
10942,https://www.swiggy.com/bangalore/dodda-mane-badoota-banashankari
10943,https://www.swiggy.com/bangalore/bonhomia-banashankari
10944,https://www.swiggy.com/bangalore/paradise-premium-banashankari-banashankari
10945,https://www.swiggy.com/bangalore/chumma-delicious-banashankari-banashankari
10946,https://www.swiggy.com/bangalore/swadesh-tadka-banashankari-banashankari
10947,https://www.swiggy.com/bangalore/udupi-ruchi-grand-banashankari-banashankari
10948,https://www.swiggy.com/bangalore/shawarma-inc-banashankari-banashankari
10949,https://www.swiggy.com/bangalore/fast-and-fresh-banashankari-banashankari
10950,https://www.swiggy.com/bangalore/udupi-upachar-banashankari
10951,https://www.swiggy.com/bangalore/kotian-karavali-restaurant-banashankari-banashankari
10952,https://www.swiggy.com/bangalore/ayodhya-upachar-banashankari-banashankari
10953,https://www.swiggy.com/bangalore/chinese-kitchen-banashankari
10954,https://www.swiggy.com/bangalore/penthouse-cafe-banashankari-banashankari
10955,https://www.swiggy.com/bangalore/amande-patisserie-basavanagudi-banashankari
10956,https://www.swiggy.com/bangalore/kholi-mane-basavanagudi-basavanagudi
10957,https://www.swiggy.com/bangalore/spice-elephant-banashankari-banashankari
10958,https://www.swiggy.com/bangalore/green-gardenia-banashankari-banashankari
10959,https://www.swiggy.com/bangalore/anand-sweets-and-savouries-banashankari-banashankari
10960,https://www.swiggy.com/bangalore/vivacity-banashankari-banashankari
10961,https://www.swiggy.com/bangalore/the-biryani-cafe-banashankari
10962,https://www.swiggy.com/bangalore/homely-banashankari-banashankari
10963,https://www.swiggy.com/bangalore/pizza-hut-opp-megamart-banashankari
10964,https://www.swiggy.com/bangalore/onesta-banashankari-banashankari
10965,https://www.swiggy.com/bangalore/anna-kuteera-banashankari
10966,https://www.swiggy.com/bangalore/cafe-down-the-alley-banashankari-banashankari
10967,https://www.swiggy.com/bangalore/smacznego-banashankari-banashankari
10968,https://www.swiggy.com/bangalore/chickenhunt-banashankari
10969,https://www.swiggy.com/bangalore/bombay-kulfis-cv-raman-nagar-cv-raman-nagar
10970,https://www.swiggy.com/bangalore/vasavi-chats-banashankari
10971,https://www.swiggy.com/bangalore/five-star-chicken-banashankari-banashankari
10972,https://www.swiggy.com/bangalore/nic-natural-ice-creams-near-31st-cross-banashankari-banashankari
10973,https://www.swiggy.com/bangalore/chai-point-bsk-2nd-stage-yeshwanthpur
10974,https://www.swiggy.com/bangalore/egg-ruchi-banashankari-banashankari
10975,https://www.swiggy.com/bangalore/firangi-bake-22nd-main-road-banashankari
10976,https://www.swiggy.com/bangalore/keventers-banshankari-2nd-stage-jayanagar
10977,https://www.swiggy.com/bangalore/lunchbox-22nd-main-road-banashankari
10978,https://www.swiggy.com/bangalore/maruthi-davanagere-benne-dose-banashankari
10979,https://www.swiggy.com/bangalore/sri-sai-99-variety-dosa-banashankari-banashankari
10980,https://www.swiggy.com/bangalore/rasoi-banashankari-banashankari
10981,https://www.swiggy.com/bangalore/coffee-shack-banashankari
10982,https://www.swiggy.com/bangalore/wamama-banashankari-banashankari
10983,https://www.swiggy.com/bangalore/xo-belgian-waffle-banashankari-banashankari
10984,https://www.swiggy.com/bangalore/ragoos-5th-b-main-banashankari
10985,https://www.swiggy.com/bangalore/darkolates-banashankari-banashankari
10986,https://www.swiggy.com/bangalore/hotel-utsav-banashankri-banashankari
10987,https://www.swiggy.com/bangalore/hara-fine-dine-banashankari-banashankari
10988,https://www.swiggy.com/bangalore/the-pizzeria-collage-teachers-layout-banashankari
10989,https://www.swiggy.com/bangalore/lassi-shop-banashankari-banashankari
10990,https://www.swiggy.com/bangalore/foodiction-banashankari-banashankari
10991,https://www.swiggy.com/bangalore/gama-gama-banashankari-banashankari
10992,https://www.swiggy.com/bangalore/sri-krishna-sweets-anu-complex-kathriguppe-main-road-banasankari-3rd-stage-banashankari
10993,https://www.swiggy.com/bangalore/mulabagilu-dosa-banashankari
10994,https://www.swiggy.com/bangalore/new-gfc-bangalore-banashankari
10995,https://www.swiggy.com/bangalore/corner-house-ice-cream-kr-road-banashankari
10996,https://www.swiggy.com/bangalore/cafe-shuffle-banashankari
10997,https://www.swiggy.com/bangalore/gustoes-beer-house-banashankari-banashankari
10998,https://www.swiggy.com/bangalore/dal-tadkaa-banashankari-banashankari
10999,https://www.swiggy.com/bangalore/chung-wah-banashankari
11000,https://www.swiggy.com/bangalore/ramz-kitchen-chikkalasandra-vam
11001,https://www.swiggy.com/bangalore/ooogway-express-banashankari
11002,https://www.swiggy.com/bangalore/pizza-stop-banashankari
11003,https://www.swiggy.com/bangalore/catch-up-ino-banashankari-banashankari
11004,https://www.swiggy.com/bangalore/biryani-special-banashankari
11005,https://www.swiggy.com/bangalore/roving-feast-banashankari
11006,https://www.swiggy.com/bangalore/stoned-monkey-banashankari
11007,https://www.swiggy.com/bangalore/hari-super-sandwich-banashankiri-banashankari
11008,https://www.swiggy.com/bangalore/coffee-time-banashankari
11009,https://www.swiggy.com/bangalore/cafe-coffee-day-3rd-stage-banashankari
11010,https://www.swiggy.com/bangalore/my-tea-house-banashankari-2
11011,https://www.swiggy.com/bangalore/food-theory-banashankari
11012,https://www.swiggy.com/bangalore/ruchis-corner-banashankari-banashankari
11013,https://www.swiggy.com/bangalore/behrouz-biryani-22nd-main-road-banashankari
11014,https://www.swiggy.com/bangalore/the-biryani-cafe-banashankari-banashankari
11015,https://www.swiggy.com/bangalore/udupi-ruchi-banashankari-banashankari
11016,https://www.swiggy.com/bangalore/san-churro-banashankari
11017,https://www.swiggy.com/bangalore/funjabi-curries-banashankari-banashankari
11018,https://www.swiggy.com/bangalore/banashankari-donne-biriyani-banashankari-banashankari
11019,https://www.swiggy.com/bangalore/cakezone-banashankari-banashankari
11020,https://www.swiggy.com/bangalore/lassi-cream-banashankari
11021,https://www.swiggy.com/bangalore/juicy-momos-bsk-2nd-stage-banashankari
11022,https://www.swiggy.com/bangalore/bunts-biriyani-paradise-banashankari-banashankari
11023,https://www.swiggy.com/bangalore/grand-food-veg-banashankari
11024,https://www.swiggy.com/bangalore/sweet-truth-hal-airport-indiranagar
11025,https://www.swiggy.com/bangalore/chefactory-whitefield-whitefield
11026,https://www.swiggy.com/bangalore/third-wave-coffee-roasters-whitefield
11027,https://www.swiggy.com/bangalore/vijayawada-heights-whitefield-whitefield
11028,https://www.swiggy.com/bangalore/biriyani-zone-whitefield-whitefield
11029,https://www.swiggy.com/bangalore/leon-grill-whitefield-whitefield
11030,https://www.swiggy.com/bangalore/dominos-pizza-sjr-ipark-whitefield
11031,https://www.swiggy.com/bangalore/little-onnion-itpl-main-road-whitefield-whitefield
11032,https://www.swiggy.com/bangalore/the-big-spoon-whitefield-whitefield
11033,https://www.swiggy.com/bangalore/ka53-whitefield-whitefield
11034,https://www.swiggy.com/bangalore/dil-se-dilli-mahadevpura-mahadevpura
11035,https://www.swiggy.com/bangalore/the-thickshake-factory-phoenix-market-city-mall-whitefield-whitefield
11036,https://www.swiggy.com/bangalore/dehati-murgee-whitefield-whitefield
11037,https://www.swiggy.com/bangalore/brooks-37-brookefield-whitefield
11038,https://www.swiggy.com/bangalore/calvins-whitefield-whitefield
11039,https://www.swiggy.com/bangalore/foodies-delight-whitefield-whitefield
11040,https://www.swiggy.com/bangalore/freshmenu-doddanakundi-village-mahadevpura
11041,https://www.swiggy.com/bangalore/biryani-plate-whitefield
11042,https://www.swiggy.com/bangalore/new-udupi-delicacy-whitefield-whitefield
11043,https://www.swiggy.com/bangalore/a-southern-fair-agrahara-village-whitefield-whitefield
11044,https://www.swiggy.com/bangalore/ooty-chocolates-whitefield
11045,https://www.swiggy.com/bangalore/healthie-marathalli-marathahalli
11046,https://www.swiggy.com/bangalore/pita-pit-whitefield
11047,https://www.swiggy.com/bangalore/thearlybellcom-whitefield-whitefield
11048,https://www.swiggy.com/bangalore/yumatos-brookefield-whitefield
11049,https://www.swiggy.com/bangalore/pizza-hut-ascendas-park-square-mall-whitefield-whitefield
11050,https://www.swiggy.com/bangalore/ubq-by-barbeque-nation-virginia-mall-whitefield
11051,https://www.swiggy.com/bangalore/beijing-bites-itpl-whitefield
11052,https://www.swiggy.com/bangalore/nutree-whitefield-whitefield
11053,https://www.swiggy.com/bangalore/vijayawada-range-kundalahalli-marathahalli
11054,https://www.swiggy.com/bangalore/cookie-man-whitefield-whitefield-3
11055,https://www.swiggy.com/bangalore/onesta-whitefield-whitefield
11056,https://www.swiggy.com/bangalore/bangalore-agarwal-bhavan-whitefield-whitefield
11057,https://www.swiggy.com/bangalore/homely-whitefield-whitefield
11058,https://www.swiggy.com/bangalore/desi-khana-varthur-main-road-whitefield-whitefield
11059,https://www.swiggy.com/bangalore/the-bowl-company-whitefield-whitefield
11060,https://www.swiggy.com/bangalore/faasos-whitefield
11061,https://www.swiggy.com/bangalore/delhi-restaurant-whitefield-whitefield
11062,https://www.swiggy.com/bangalore/marigold-fine-dine-restaurant-nallurahalli-circle-whitefield
11063,https://www.swiggy.com/bangalore/baskin-robbins-whitefield1-whitefield
11064,https://www.swiggy.com/bangalore/the-hyderabadi-chefs-whitefield-whitefield
11065,https://www.swiggy.com/bangalore/milkyway-ice-creams-fast-food-whitefield
11066,https://www.swiggy.com/bangalore/omleterian-whitefield-2
11067,https://www.swiggy.com/bangalore/chai-central-whitefield
11068,https://www.swiggy.com/bangalore/foreign-cafe-whitefield-mahadevpura
11069,https://www.swiggy.com/bangalore/chai-stop-whitefield
11070,https://www.swiggy.com/bangalore/master-brothers-whitefield-dummy-inbound-area
11071,https://www.swiggy.com/bangalore/the-square-table-whitefield-whitefield
11072,https://www.swiggy.com/bangalore/herbs-and-spices-whitefield
11073,https://www.swiggy.com/bangalore/cold-stone-creamery-forum-shantiniketan-mall-whitefield
11074,https://www.swiggy.com/bangalore/chianti-whitefield
11075,https://www.swiggy.com/bangalore/mad-over-donuts-inorbit-mall-whitefield
11076,https://www.swiggy.com/bangalore/keventers-forum-mall-whitefield
11077,https://www.swiggy.com/bangalore/imperio-cafe-whitefield-whitefield
11078,https://www.swiggy.com/bangalore/smoodies-whitefield-3
11079,https://www.swiggy.com/bangalore/imperio-restaurant-whitefield-whitefield
11080,https://www.swiggy.com/bangalore/litti-house-brookefield-whitefield
11081,https://www.swiggy.com/bangalore/treat-whitefield-whitefield-2
11082,https://www.swiggy.com/bangalore/subway-whitefield-whitefield-2
11083,https://www.swiggy.com/bangalore/drunken-monkey-whitefield-whitefield
11084,https://www.swiggy.com/bangalore/aura-whitefield-whitefield
11085,https://www.swiggy.com/bangalore/daily-sushi-whitefield-whitefield
11086,https://www.swiggy.com/bangalore/techies-kitchen-llp-govindraj-raj-residency-ground-floor4th-cross-rd-nallurhalli-whitefield-vam
11087,https://www.swiggy.com/bangalore/laziz-pizza-kadugodi
11088,https://www.swiggy.com/bangalore/just-bake-whitefield-1-whitefield
11089,https://www.swiggy.com/bangalore/roti-ghar-ki-whitefield-whitefield
11090,https://www.swiggy.com/bangalore/aaha-brookefield-whitefield
11091,https://www.swiggy.com/bangalore/chin-chin-by-biere-club-whitefield-whitefield
11092,https://www.swiggy.com/bangalore/izakaya-whitefield-whitefield
11093,https://www.swiggy.com/bangalore/tadka-punjabi-whitefield
11094,https://www.swiggy.com/bangalore/anushka-restaurant-bangalore-whitefield
11095,https://www.swiggy.com/bangalore/oye-china-whitefield
11096,https://www.swiggy.com/bangalore/biryani-kitchen-whitefield-whitefield
11097,https://www.swiggy.com/bangalore/spellbound-whitefield
11098,https://www.swiggy.com/bangalore/suryawanshi-itpl-whitefield
11099,https://www.swiggy.com/bangalore/bawarchi-whitefield
11100,https://www.swiggy.com/bangalore/paradise-biryani-whitefield
11101,https://www.swiggy.com/bangalore/thalis-of-india-whitefield-near-bharat-petrol-pump-whitefield
11102,https://www.swiggy.com/bangalore/wow-momos-white-field-main-road-whitefield
11103,https://www.swiggy.com/bangalore/boondock-bistro-whitefield-main-road-whitefield
11104,https://www.swiggy.com/bangalore/punjabi-bistro-whitefield
11105,https://www.swiggy.com/bangalore/five-star-chicken-white-field-whitefield
11106,https://www.swiggy.com/bangalore/the-ants-cafe-store-whitefield-whitefield
11107,https://www.swiggy.com/bangalore/dilli-darbar-whitefield
11108,https://www.swiggy.com/bangalore/ovenstory-pizza-1st-floor-whitefield
11109,https://www.swiggy.com/bangalore/chung-wah-whitefield
11110,https://www.swiggy.com/bangalore/firangi-bake-1st-floor-whitefield
11111,https://www.swiggy.com/bangalore/sorse-whitefield-whitefield
11112,https://www.swiggy.com/bangalore/haus-of-burgers-whitefield-whitefield
11113,https://www.swiggy.com/bangalore/eat-and-be-fit-whitefield
11114,https://www.swiggy.com/bangalore/ji-hazoor-vaidehi-hospital-circle-whitefield
11115,https://www.swiggy.com/bangalore/lunchbox-1st-floor-whitefield-main-road-whitefield
11116,https://www.swiggy.com/bangalore/the-chocolate-heaven-whitefield-whitefield
11117,https://www.swiggy.com/bangalore/slurpy-shake-dodsworth-layout-whitefield
11118,https://www.swiggy.com/bangalore/siddharth-restaurant-whitefield-whitefield
11119,https://www.swiggy.com/bangalore/amaravati-authentic-andhra-restaurant-brookefield-whitefield
11120,https://www.swiggy.com/bangalore/amaravathi-biryani-zone-whitefield
11121,https://www.swiggy.com/bangalore/radha-rani-brookefield-whitefield
11122,https://www.swiggy.com/bangalore/chef-bakers-whitefield-2-whitefield
11123,https://www.swiggy.com/bangalore/gelato-italiano-whitefield
11124,https://www.swiggy.com/bangalore/foody39s-land-whitefield
11125,https://www.swiggy.com/bangalore/kanti-sweets-whitefield-whitefield-2
11126,https://www.swiggy.com/bangalore/supreme-biryani-whitefield-whitefield
11127,https://www.swiggy.com/bangalore/stoner-whitefield-whitefield
11128,https://www.swiggy.com/bangalore/bakingo-marathahalli
11129,https://www.swiggy.com/bangalore/chatpata-india-whitefield-whitefield
11130,https://www.swiggy.com/bangalore/sree-krishna-kafe-whitefield-whitefield
11131,https://www.swiggy.com/bangalore/new-punjabi-tasty-khana-whitefield-2
11132,https://www.swiggy.com/bangalore/tibbs-frankie-whitefield-whitefield
11133,https://www.swiggy.com/bangalore/lord-of-combos-whitefield-1-whitefield
11134,https://www.swiggy.com/bangalore/cream-factory-inorbit-mall-food-court-whitefield
11135,https://www.swiggy.com/bangalore/momo-bites-marathahalli-marathahalli
11136,https://www.swiggy.com/bangalore/refresh-whitefield
11137,https://www.swiggy.com/bangalore/glens-bakehouse-whitefield-whitefield
11138,https://www.swiggy.com/bangalore/yumyumdilli-whitefield-mahadevpura
11139,https://www.swiggy.com/bangalore/the-fat-chef-whitefield
11140,https://www.swiggy.com/bangalore/rolls-mania-whitefield-whitefield
11141,https://www.swiggy.com/bangalore/goli-vada-pav-whitefield
11142,https://www.swiggy.com/bangalore/goli-soda-bellandursarjapur
11143,https://www.swiggy.com/bangalore/chai-point-forum-shantiniketan-mall-whitefield
11144,https://www.swiggy.com/bangalore/the-andhra-bhojanam-whitefield-whitefield
11145,https://www.swiggy.com/bangalore/southern-spice-whitefield-whitefield
11146,https://www.swiggy.com/bangalore/indian-tadka-whitefield-whitefield
11147,https://www.swiggy.com/bangalore/mad-about-china-whitefield-whitefield
11148,https://www.swiggy.com/bangalore/orbis-restaurant-whitefield-whitefield
11149,https://www.swiggy.com/bangalore/world-in-a-bowl-whitefield-near-bharat-petrol-pump-whitefield
11150,https://www.swiggy.com/bangalore/fujian-express-whitefield-whitefield
11151,https://www.swiggy.com/bangalore/izakaya-gastro-pub-whitefield-whitefield
11152,https://www.swiggy.com/bangalore/nandhini-sadaramangala-whitefield
11153,https://www.swiggy.com/bangalore/le-jardin-by-bhagini-marathahalli-marathahalli
11154,https://www.swiggy.com/bangalore/imperio-restaurant-whitefield-whitefield-3
11155,https://www.swiggy.com/bangalore/ramdev-sagar-beml-layout-vam
11156,https://www.swiggy.com/bangalore/happy-singh-whitefield
11157,https://www.swiggy.com/bangalore/hms-hyderabad-bawarchi-whitefield-dummy-inbound-area
11158,https://www.swiggy.com/bangalore/cakesta-whitefield-whitefield
11159,https://www.swiggy.com/bangalore/vasudev-adigas-whitefield-whitefield
11160,https://www.swiggy.com/bangalore/masala-chai-whitefield-whitefield
11161,https://www.swiggy.com/bangalore/auntie-fung39s-whitefield
11162,https://www.swiggy.com/bangalore/burger-king-ascends-park-square-itpl-whitefield
11163,https://www.swiggy.com/bangalore/gharwali-feeling-whitefield
11164,https://www.swiggy.com/bangalore/mc-donalds-whitefield-whitefield
11165,https://www.swiggy.com/bangalore/ooh-la-la-whitefield
11166,https://www.swiggy.com/bangalore/sl-family-restaurant-marathahalli-marathahalli
11167,https://www.swiggy.com/bangalore/cafesta-whitefield-whitefield
11168,https://www.swiggy.com/bangalore/goodness-basavangudi-basavanagudi
11169,https://www.swiggy.com/bangalore/localhost-whitefield
11170,https://www.swiggy.com/bangalore/hoodi-baba-a-streat-caff-whitefield-whitefield
11171,https://www.swiggy.com/bangalore/chai-central-whitefield-2
11172,https://www.swiggy.com/bangalore/innerchef-marathahalli-marathahalli
11173,https://www.swiggy.com/bangalore/autoexpress-whitefield-whitefield
11174,https://www.swiggy.com/bangalore/sri-laxmi-vaibhava-marathahalli-marathahalli
11175,https://www.swiggy.com/bangalore/warm-oven-kaikondrahalli-bellandursarjapur
11176,https://www.swiggy.com/bangalore/kfc-white-field-whitefield
11177,https://www.swiggy.com/bangalore/indulge-by-innerchef-lane-beside-golkonda-chimney-marathahalli
11178,https://www.swiggy.com/bangalore/flavours-of-south-whitefield-whitefield
11179,https://www.swiggy.com/bangalore/panchavati-gaurav-industrial-estate-mahadevpura
11180,https://www.swiggy.com/bangalore/vindoos-food-truck-whitefield-kadugodi
11181,https://www.swiggy.com/bangalore/momo-time-btm-btm
11182,https://www.swiggy.com/bangalore/pindi-whitefield
11183,https://www.swiggy.com/bangalore/hyderabad-biryani-house-whitefield-whitefield
11184,https://www.swiggy.com/bangalore/art-of-delight-whitefield-1-whitefield
11185,https://www.swiggy.com/bangalore/mayura-viabhav-itpl-main-road-near-vydehi-hospital-test-prod-area
11186,https://www.swiggy.com/bangalore/nandi-mess-whitefield-whitefield
11187,https://www.swiggy.com/bangalore/madurai-idly-shop-whitefield-whitefield
11188,https://www.swiggy.com/bangalore/up-dhaba-whitefield-whitefield
11189,https://www.swiggy.com/bangalore/soup-station-whitefield
11190,https://www.swiggy.com/bangalore/baskin-robbins-whitefield
11191,https://www.swiggy.com/bangalore/california-burrito-whitefield
11192,https://www.swiggy.com/bangalore/hasee-e-shan-makers-of-biryani-whitefield
11193,https://www.swiggy.com/bangalore/the-north-and-south-restaurant-siddapura-village-main-road-near-shell-petrol-bunk-whitefied-vam
11194,https://www.swiggy.com/bangalore/kapoors-cafe-thubarahalli-whitefield
11195,https://www.swiggy.com/bangalore/happy-endings-itpl-whitefield
11196,https://www.swiggy.com/bangalore/nh8-inorbit-mall-whitefield
11197,https://www.swiggy.com/bangalore/petoo-bellandursarjapur
11198,https://www.swiggy.com/bangalore/hotel-alpha-itpl-whitefield
11199,https://www.swiggy.com/bangalore/hyderabad-chefs-whitefield-whitefield
11200,https://www.swiggy.com/bangalore/orchard-fresh-natural-ice-creams-kulfi39s-whitefield
11201,https://www.swiggy.com/bangalore/the-egg-factory-itpl-whitefield
11202,https://www.swiggy.com/bangalore/moriz-restaurant-whitefield-whitefield
11203,https://www.swiggy.com/bangalore/behrouz-biryani-whitefield-main-road-whitefield
11204,https://www.swiggy.com/bangalore/bao-grill-whitefield
11205,https://www.swiggy.com/bangalore/juice-berg-whitefield-whitefield
11206,https://www.swiggy.com/bangalore/meat-and-eat-whitefield
11207,https://www.swiggy.com/bangalore/green-hyderabad-biryani-house-whitefield-whitefield
11208,https://www.swiggy.com/bangalore/swagatam-dakshin-foods-00-marathahalli
11209,https://www.swiggy.com/bangalore/arogya-thaana-kadugodi
